V1,V2,V3
154,906,96
154,907,24
154,907,31
154,907,76
154,907,95
154,908,22
154,908,50
154,908,66
154,909,5
154,910,2
154,911,24
154,911,63
154,911,66
154,912,20
154,912,50
154,912,62
155,913,22
155,913,50
155,913,66
155,914,16
155,915,29
155,915,99
155,916,94
155,917,45
155,917,67
155,918,12
155,918,28
155,918,36
155,919,50
156,920,22
156,920,50
156,920,66
156,921,16
156,921,22
156,922,29
156,922,58
156,922,99
156,923,2
156,923,16
156,923,24
156,923,63
156,923,94
156,924,45
156,924,67
156,925,6
156,925,12
156,925,28
156,925,36
156,926,50
160,927,22
160,927,50
160,927,66
160,928,16
160,929,29
160,929,99
160,930,94
160,931,45
160,931,67
160,932,50
160,933,96
160,934,51
160,935,66
160,936,2
160,936,22
160,936,58
161,937,43
161,938,2
161,938,28
161,938,73
161,939,76
161,939,96
161,940,58
161,940,66
161,940,95
161,941,2
161,941,15
161,941,16
161,941,17
161,941,22
161,941,30
161,941,66
161,941,74
161,942,16
161,943,5
161,944,2
161,944,15
161,945,2
161,945,16
161,945,24
161,945,63
161,945,74
161,946,20
161,946,66
162,947,43
162,947,63
162,948,16
162,948,96
162,949,95
162,950,2
162,950,74
162,951,2
162,951,5
162,951,22
162,952,2
162,952,24
162,953,20
163,954,43
163,955,2
163,955,28
163,955,73
163,956,96
163,957,95
163,958,2
163,958,74
163,959,5
164,960,70
164,961,58
164,961,66
164,962,22
164,962,58
164,962,66
164,963,22
164,964,74
164,965,22
164,965,41
164,966,2
164,966,74
164,967,31
164,967,76
164,968,2
164,968,74
165,969,31
165,969,76
165,970,31
165,970,43
165,970,76
165,971,58
165,971,66
165,972,2
165,972,28
165,972,73
165,973,58
165,973,66
165,974,95
165,975,2
165,975,74
165,976,5
165,976,95
165,977,16
165,978,2
165,979,16
165,979,24
165,979,63
165,980,24
165,980,63
165,981,50
165,981,62
165,981,66
166,982,22
166,982,50
166,982,66
166,983,16
166,984,29
166,984,99
166,985,94
166,986,45
166,986,67
166,987,12
166,987,28
166,987,36
166,988,50
166,989,96
167,990,15
167,990,16
167,990,17
167,990,66
167,991,15
167,992,2
167,992,74
167,993,62
168,994,15
168,994,63
168,995,16
168,996,58
168,996,99
168,997,2
168,998,2
168,998,22
168,998,31
168,998,58
168,998,66
168,998,76
168,999,16
168,999,22
168,999,30
168,1000,16
168,1000,24
168,1000,66
168,1001,62
168,1002,22
168,1002,50
168,1002,62
168,1002,66
168,1003,50
168,1003,93
169,1004,15
169,1005,58
169,1005,99
169,1006,2
169,1006,74
169,1007,31
169,1007,76
170,1008,22
170,1009,22
170,1010,15
170,1011,15
170,1011,58
170,1011,99
170,1012,2
170,1012,16
170,1012,24
170,1012,58
170,1012,63
170,1012,99
170,1013,2
170,1013,74
170,1014,24
170,1014,31
170,1014,65
170,1014,76
170,1014,93
170,1015,66
170,1016,6
170,1016,62
170,1017,93
171,1018,43
171,1019,96
171,1020,95
171,1021,5
171,1022,2
171,1023,24
171,1023,63
172,1024,43
172,1025,96
172,1026,95
172,1027,2
172,1027,74
172,1028,5
172,1029,2
172,1030,24
172,1030,63
173,1031,31
173,1031,43
173,1031,76
173,1031,88
173,1032,96
173,1033,95
173,1034,2
173,1034,74
173,1035,5
173,1035,16
173,1035,24
173,1035,58
173,1035,78
173,1036,2
173,1037,22
173,1038,24
173,1038,63
173,1039,2
173,1039,16
173,1039,20
173,1039,24
173,1039,58
173,1039,63
173,1040,93
174,1041,22
174,1042,22
174,1043,58
174,1044,6
175,1045,22
175,1045,63
175,1046,22
175,1047,58
175,1048,16
175,1049,24
175,1049,65
175,1049,93
175,1050,2
175,1050,22
175,1051,6
175,1051,24
175,1052,22
175,1052,50
175,1052,66
175,1053,50
177,1054,58
177,1054,66
177,1055,16
177,1056,2
177,1056,16
177,1056,24
177,1056,63
178,1057,22
178,1058,16
178,1059,22
178,1059,31
178,1059,76
178,1060,58
178,1060,66
178,1060,94
178,1061,45
178,1061,67
178,1062,24
178,1062,65
178,1062,93
178,1063,6
178,1063,16
178,1063,50
178,1064,50
178,1064,62
178,1064,66
178,1064,96
179,1065,15
179,1065,16
179,1065,17
179,1065,43
179,1065,66
179,1066,15
179,1066,31
179,1066,76
179,1067,2
179,1067,28
179,1067,58
179,1067,66
179,1067,73
179,1068,96
179,1069,58
179,1069,95
179,1069,99
179,1070,2
179,1070,16
179,1070,22
179,1070,30
179,1070,74
179,1071,5
179,1072,2
179,1072,31
179,1072,62
179,1072,66
179,1072,76
179,1073,24
179,1073,63
179,1073,66
179,1074,62
180,1075,22
180,1075,50
180,1075,66
180,1076,2
180,1076,16
180,1076,28
180,1076,73
180,1077,29
180,1077,96
180,1077,99
180,1078,94
180,1078,95
180,1079,2
180,1079,74
180,1080,12
180,1080,28
180,1080,36
180,1081,2
180,1081,50
180,1082,24
180,1082,63
180,1082,96
180,1083,51
181,1084,31
181,1084,63
181,1084,76
181,1085,16
181,1085,58
181,1085,66
181,1086,2
181,1086,16
181,1086,22
181,1086,30
181,1087,16
181,1087,24
181,1088,50
182,1089,22
182,1089,50
182,1089,66
182,1090,29
182,1090,99
182,1091,94
182,1092,50
182,1093,96
182,1094,51
182,1095,66
182,1096,2
182,1096,22
182,1096,58
183,1097,22
183,1097,50
183,1097,66
183,1098,16
183,1098,50
183,1099,51
183,1099,63
183,1099,99
183,1100,94
183,1101,45
183,1101,58
183,1102,12
183,1102,16
183,1102,28
183,1102,36
183,1103,2
183,1103,22
183,1103,50
183,1104,50
183,1104,96
183,1105,66
183,1106,2
183,1106,22
183,1106,58
183,1107,63
183,1107,74
183,1107,99
184,1108,22
184,1108,50
184,1108,66
184,1109,16
184,1109,22
184,1110,29
184,1110,58
184,1110,99
184,1111,2
184,1111,16
184,1111,24
184,1111,63
184,1112,24
184,1112,65
184,1112,93
184,1113,6
184,1113,12
184,1113,28
184,1113,36
185,1114,22
185,1115,88
185,1116,22
185,1116,63
185,1117,16
185,1117,22
185,1118,58
185,1119,24
185,1119,65
185,1119,93
185,1120,6
186,1121,16
186,1122,99
186,1123,94
186,1124,50
186,1125,96
186,1126,51
187,1127,63
187,1128,15
187,1128,31
187,1128,76
187,1129,22
187,1129,58
187,1129,66
187,1129,99
187,1130,16
187,1130,22
187,1130,30
187,1131,16
187,1131,22
187,1132,2
187,1132,15
187,1132,16
187,1132,74
187,1133,15
187,1133,58
187,1133,99
187,1134,2
187,1134,16
187,1134,24
187,1134,31
187,1134,50
187,1134,58
187,1134,62
187,1134,63
187,1134,66
187,1134,76
187,1134,99
187,1135,2
187,1135,24
187,1135,65
187,1135,74
187,1135,93
187,1136,22
187,1136,50
187,1136,66
187,1137,2
187,1137,16
187,1137,24
187,1137,50
187,1137,62
187,1137,63
187,1137,66
187,1138,31
187,1138,76
187,1139,6
187,1139,24
187,1139,65
187,1139,66
187,1139,93
187,1140,6
187,1140,66
187,1141,2
187,1141,16
187,1141,24
187,1141,62
187,1141,63
187,1141,93
189,1142,22
189,1142,50
189,1142,66
189,1143,16
189,1143,43
189,1144,2
189,1144,28
189,1144,29
189,1144,73
189,1144,99
189,1145,94
189,1145,96
189,1146,95
189,1147,2
189,1147,45
189,1147,67
189,1147,74
189,1148,5
189,1149,2
189,1149,50
189,1150,24
189,1150,63
189,1150,96
189,1151,51
189,1152,20
189,1152,66
189,1153,2
189,1153,22
189,1153,58
190,1154,22
190,1155,22
190,1156,58
190,1157,2
190,1157,16
190,1157,24
190,1157,63
190,1158,24
190,1158,65
190,1158,93
190,1159,6
191,1160,22
191,1161,58
191,1162,2
191,1162,16
191,1162,24
191,1162,63
192,1163,15
192,1163,16
192,1163,17
192,1163,66
192,1164,15
192,1164,22
192,1164,43
192,1165,2
192,1165,28
192,1165,73
192,1166,58
192,1166,96
192,1166,99
192,1167,2
192,1167,74
192,1167,95
192,1168,2
192,1168,22
192,1168,74
192,1169,5
192,1169,24
192,1169,31
192,1169,65
192,1169,74
192,1169,76
192,1169,93
192,1170,2
192,1170,22
192,1170,41
192,1170,66
192,1171,2
192,1171,6
192,1171,62
192,1172,11
192,1172,15
192,1172,20
192,1172,74
192,1172,93
193,1173,22
193,1173,50
193,1173,66
193,1174,15
193,1174,16
193,1174,17
193,1174,63
193,1174,66
193,1175,15
193,1175,29
193,1175,99
193,1176,16
193,1176,94
193,1177,2
193,1177,45
193,1177,67
193,1177,74
193,1178,12
193,1178,28
193,1178,36
193,1179,24
193,1179,31
193,1179,50
193,1179,76
193,1180,22
193,1180,50
193,1180,66
193,1180,96
193,1181,51
193,1181,62
193,1182,66
193,1182,93
195,1183,22
195,1183,43
195,1183,70
195,1184,58
195,1184,66
195,1185,29
195,1185,96
195,1185,99
195,1186,22
195,1187,94
195,1187,95
195,1188,2
195,1188,22
195,1188,45
195,1188,58
195,1188,67
195,1188,74
195,1189,74
195,1190,5
195,1190,22
195,1190,41
195,1191,31
195,1191,76
195,1191,96
195,1192,51
195,1192,66
195,1193,2
195,1193,62
195,1193,66
195,1194,2
195,1194,6
195,1194,24
195,1194,63
195,1194,74
195,1195,2
195,1195,20
195,1195,22
195,1195,58
195,1196,31
195,1196,76
198,1197,22
198,1197,50
198,1197,63
198,1197,66
198,1198,16
198,1199,2
198,1199,22
198,1199,29
198,1199,99
198,1200,94
198,1201,45
198,1201,67
198,1202,12
198,1202,28
198,1202,36
198,1203,24
198,1203,50
198,1204,96
198,1205,51
198,1206,66
198,1207,2
198,1207,22
198,1207,58
199,1208,70
199,1209,58
199,1209,66
199,1210,22
199,1211,74
199,1212,22
199,1212,41
199,1213,2
199,1213,74
199,1214,31
199,1214,76
200,1215,22
200,1215,70
200,1216,22
200,1216,58
200,1216,66
200,1217,22
200,1217,58
200,1218,74
200,1219,22
200,1219,24
200,1219,41
200,1219,65
200,1219,93
200,1220,2
200,1220,6
200,1220,74
200,1221,31
200,1221,76
200,1222,2
200,1222,11
200,1222,15
200,1222,74
201,1223,22
201,1223,31
201,1223,50
201,1223,66
201,1223,76
201,1224,16
201,1225,29
201,1225,58
201,1225,66
201,1225,99
201,1226,16
201,1226,22
201,1226,30
201,1227,16
201,1227,45
201,1227,67
201,1228,12
201,1228,28
201,1228,36
201,1228,50
201,1228,62
201,1228,66
201,1229,50
201,1230,96
202,1231,63
202,1231,70
202,1232,16
202,1233,2
202,1233,22
202,1233,29
202,1234,22
202,1234,94
202,1235,24
202,1235,45
202,1235,67
202,1236,12
202,1236,28
202,1236,36
202,1237,22
202,1237,41
202,1237,50
202,1238,96
202,1239,2
202,1239,22
202,1239,50
202,1239,51
202,1239,66
202,1239,74
202,1240,50
202,1240,66
202,1241,2
202,1241,22
202,1241,58
203,1242,22
203,1242,50
203,1242,66
203,1243,16
203,1243,31
203,1243,76
203,1244,29
203,1244,99
203,1245,58
203,1245,66
203,1245,94
203,1246,45
203,1246,67
203,1247,12
203,1247,28
203,1247,36
203,1248,50
203,1249,96
203,1250,16
203,1250,51
203,1251,50
203,1251,62
203,1251,66
203,1252,2
203,1252,16
203,1252,22
203,1252,24
203,1252,58
203,1252,63
204,1253,15
204,1253,16
204,1253,17
204,1253,63
204,1253,66
204,1254,15
204,1254,16
204,1255,58
204,1255,99
204,1256,2
204,1256,74
204,1257,2
204,1257,22
204,1257,31
204,1257,76
204,1258,24
204,1258,66
204,1259,22
204,1259,50
204,1259,62
204,1259,66
205,1260,43
205,1260,63
205,1261,2
205,1261,28
205,1261,73
205,1262,2
205,1262,15
205,1262,22
205,1262,58
205,1262,66
205,1262,96
205,1262,99
205,1263,15
205,1263,22
205,1263,95
205,1264,2
205,1264,58
205,1264,74
205,1264,99
205,1265,24
205,1265,58
205,1265,99
205,1266,2
205,1266,5
205,1266,74
205,1267,2
205,1267,22
205,1267,50
205,1267,66
205,1267,74
205,1268,24
205,1268,31
205,1268,63
205,1268,76
205,1269,2
205,1269,66
205,1269,74
205,1270,31
205,1270,62
205,1270,76
205,1271,20
205,1271,62
205,1271,93
206,1272,43
206,1273,15
206,1273,16
206,1273,17
206,1273,66
206,1274,15
206,1274,96
206,1275,58
206,1275,95
206,1275,99
206,1276,5
206,1277,2
206,1278,66
206,1279,20
206,1279,62
207,1280,31
207,1280,63
207,1280,76
207,1281,16
207,1282,2
207,1282,22
207,1282,58
207,1282,66
207,1283,16
207,1283,22
207,1283,30
207,1284,16
207,1284,24
207,1285,22
207,1285,50
207,1285,62
207,1285,66
208,1286,15
208,1286,16
208,1286,17
208,1286,66
208,1287,15
208,1287,16
208,1288,29
208,1288,99
208,1289,94
208,1290,45
208,1290,58
208,1290,67
208,1290,99
208,1291,2
208,1291,74
208,1292,50
208,1293,96
208,1294,66
208,1295,51
208,1295,62
208,1296,66
208,1297,2
208,1297,22
208,1297,58
211,1298,15
211,1298,16
211,1298,17
211,1298,63
211,1298,66
211,1299,15
211,1299,16
211,1300,2
211,1300,22
211,1300,58
211,1300,99
211,1301,2
211,1301,74
211,1301,88
211,1302,31
211,1302,76
211,1303,24
211,1303,66
211,1304,24
211,1304,58
211,1304,78
211,1305,22
211,1306,22
211,1306,50
211,1306,58
211,1306,62
211,1306,66
212,1307,31
212,1307,76
212,1308,16
212,1308,22
212,1308,30
212,1309,16
212,1310,50
212,1310,62
212,1310,66
213,1311,43
213,1312,50
213,1313,96
213,1314,95
213,1315,16
213,1316,2
213,1316,5
213,1316,22
213,1317,2
214,1318,15
214,1318,16
214,1318,17
214,1318,66
214,1319,2
214,1319,15
214,1319,23
214,1319,31
214,1319,74
214,1319,76
214,1319,88
214,1320,22
214,1320,58
214,1320,63
214,1320,66
214,1320,99
214,1321,20
214,1321,58
214,1321,96
214,1322,2
214,1322,16
214,1322,22
214,1322,30
214,1322,74
214,1322,91
214,1323,16
214,1323,24
214,1323,40
214,1323,62
214,1323,63
214,1324,24
214,1324,50
214,1324,62
214,1324,65
214,1324,66
214,1324,93
214,1325,2
214,1325,15
214,1325,16
214,1325,24
214,1325,63
214,1326,6
214,1326,40
214,1326,62
215,1327,22
215,1327,50
215,1327,66
215,1328,16
215,1329,29
215,1329,99
215,1330,94
215,1331,45
215,1331,67
215,1332,50
215,1333,50
215,1333,96
215,1334,51
215,1335,51
215,1336,2
215,1336,22
215,1336,58
216,1337,16
217,1338,15
217,1338,16
217,1338,17
217,1338,66
217,1339,15
217,1339,16
217,1340,29
217,1340,58
217,1340,99
217,1341,2
217,1341,63
217,1341,74
217,1342,16
217,1342,31
217,1342,45
217,1342,67
217,1342,76
217,1343,2
217,1343,12
217,1343,22
217,1343,28
217,1344,24
217,1344,50
217,1344,66
217,1345,22
217,1345,50
217,1345,66
217,1346,51
220,1347,31
220,1347,76
220,1348,16
220,1349,50
220,1349,62
220,1349,66
221,1350,22
221,1350,63
221,1351,15
221,1351,16
221,1351,17
221,1351,31
221,1351,66
221,1351,76
221,1352,15
221,1352,16
221,1352,58
221,1352,66
221,1353,22
221,1353,58
221,1353,99
221,1354,2
221,1354,74
221,1355,2
221,1355,16
221,1355,24
221,1355,31
221,1355,58
221,1355,63
221,1355,76
221,1356,24
221,1356,65
221,1356,66
221,1356,93
221,1357,6
221,1357,24
221,1357,65
221,1357,93
221,1358,22
221,1358,50
221,1358,62
221,1358,66
221,1359,6
221,1359,50
221,1359,93
222,1360,63
222,1361,16
222,1362,15
222,1363,2
222,1363,22
222,1364,99
222,1365,24
222,1366,2
222,1366,74
222,1367,31
222,1367,76
222,1368,22
222,1368,50
222,1368,66
224,1369,22
224,1369,50
224,1369,66
224,1370,16
224,1371,29
224,1371,99
224,1372,94
224,1373,12
224,1373,28
224,1373,36
224,1374,50
224,1375,96
224,1376,51
225,1377,15
225,1377,16
225,1377,17
225,1377,66
225,1378,70
225,1379,15
225,1379,58
225,1379,66
225,1380,22
225,1380,58
225,1380,99
225,1381,2
225,1381,58
225,1381,74
225,1382,16
225,1382,22
225,1382,31
225,1382,41
225,1382,76
225,1383,2
225,1383,22
225,1383,74
225,1384,2
225,1384,66
225,1384,74
225,1385,2
225,1385,31
225,1385,76
225,1386,50
225,1386,62
225,1386,74
225,1387,2
225,1387,74
225,1387,93
226,1388,31
226,1388,63
226,1388,70
226,1388,76
226,1389,58
226,1389,66
226,1390,16
226,1390,22
226,1390,58
226,1390,66
226,1391,2
226,1391,16
226,1391,22
226,1392,50
226,1392,58
226,1392,62
226,1392,66
226,1393,24
226,1393,74
226,1394,2
226,1394,22
226,1394,41
226,1394,50
226,1394,66
226,1395,2
226,1395,24
226,1395,50
226,1395,74
226,1396,6
226,1396,22
226,1396,31
226,1396,50
226,1396,66
226,1396,76
227,1397,15
227,1397,16
227,1397,17
227,1397,22
227,1397,31
227,1397,66
227,1397,76
227,1398,15
227,1398,22
227,1398,58
227,1398,66
227,1399,2
227,1399,22
227,1399,58
227,1400,2
227,1400,74
227,1401,2
227,1401,16
227,1401,24
227,1401,63
227,1402,24
227,1402,65
227,1402,93
227,1403,6
227,1403,50
227,1403,66
227,1404,11
227,1404,15
227,1404,74
227,1405,2
227,1405,16
227,1405,24
227,1405,63
228,1406,63
228,1407,16
228,1408,2
228,1408,22
228,1409,24
228,1410,22
228,1410,50
228,1410,66
230,1411,22
230,1411,63
230,1412,2
230,1412,28
230,1412,73
230,1413,22
230,1413,58
230,1413,66
230,1414,16
230,1414,31
230,1414,76
230,1415,22
230,1415,58
230,1416,2
230,1416,22
230,1417,24
230,1417,65
230,1417,74
230,1417,93
230,1418,6
230,1418,22
230,1418,41
230,1418,50
230,1418,66
230,1419,2
230,1419,16
230,1419,74
230,1420,24
230,1420,50
230,1420,62
230,1420,63
230,1420,66
230,1421,2
230,1421,11
230,1421,15
230,1421,50
230,1421,74
231,1422,43
231,1423,31
231,1423,58
231,1423,66
231,1423,76
231,1424,16
231,1424,22
231,1424,30
231,1424,58
231,1424,66
231,1424,96
231,1425,95
231,1426,2
231,1426,74
231,1427,5
231,1427,16
231,1428,2
231,1428,50
231,1428,62
231,1428,66
231,1429,20
232,1430,43
232,1431,2
232,1431,28
232,1431,43
232,1431,73
232,1432,96
232,1433,2
232,1433,28
232,1433,73
232,1433,95
232,1434,2
232,1434,15
232,1434,74
232,1435,5
232,1435,58
232,1435,96
232,1435,99
232,1436,2
232,1436,95
232,1437,22
232,1438,2
232,1438,22
232,1438,74
232,1439,2
232,1439,31
232,1439,58
232,1439,74
232,1439,76
232,1440,5
232,1440,24
232,1440,58
232,1440,63
232,1440,66
232,1441,2
232,1441,16
232,1441,24
232,1441,63
232,1441,65
232,1441,93
232,1442,6
232,1442,24
232,1442,62
232,1442,63
232,1442,65
232,1442,93
232,1443,6
232,1443,20
233,1444,66
233,1445,16
233,1445,22
233,1445,30
233,1446,16
234,1447,63
234,1448,16
234,1449,24
234,1450,22
234,1450,50
234,1450,66
235,1451,15
235,1451,16
235,1451,17
235,1451,22
235,1451,58
235,1451,66
235,1451,99
235,1452,2
235,1452,16
235,1452,22
235,1452,74
235,1453,29
235,1453,58
235,1453,99
235,1454,2
235,1454,31
235,1454,74
235,1454,76
235,1455,24
235,1455,31
235,1455,45
235,1455,65
235,1455,67
235,1455,76
235,1455,93
235,1456,6
235,1456,66
235,1457,11
235,1457,15
235,1457,50
235,1457,74
236,1458,43
236,1459,2
236,1459,28
236,1459,73
236,1460,96
236,1461,95
237,1462,22
237,1462,31
237,1462,50
237,1462,66
237,1462,76
237,1463,16
237,1463,66
237,1464,29
237,1464,99
237,1465,16
237,1465,22
237,1465,30
237,1466,45
237,1466,67
237,1467,12
237,1467,28
237,1467,36
237,1468,16
237,1468,50
237,1469,50
237,1469,62
237,1469,96
238,1470,24
238,1471,58
238,1472,96
239,1473,63
239,1474,16
239,1474,58
239,1474,66
239,1475,22
239,1476,74
239,1477,24
239,1478,76
240,1479,22
240,1479,31
240,1479,50
240,1479,66
240,1479,76
240,1480,16
240,1480,88
240,1481,29
240,1481,58
240,1481,66
240,1481,99
240,1482,16
240,1482,22
240,1482,30
240,1482,94
240,1483,45
240,1483,67
240,1483,94
240,1484,12
240,1484,16
240,1484,28
240,1484,36
240,1484,45
240,1484,67
240,1485,50
240,1485,62
240,1485,66
240,1486,50
240,1486,96
240,1487,24
240,1487,51
240,1487,58
240,1487,78
240,1487,96
240,1488,22
240,1488,51
240,1489,2
240,1489,16
240,1489,24
240,1489,63
240,1489,66
240,1490,2
240,1490,22
240,1490,58
241,1491,2
241,1491,22
241,1491,28
241,1491,63
241,1491,73
241,1492,22
241,1492,95
241,1493,2
241,1493,74
241,1494,15
241,1494,16
241,1495,31
241,1495,58
241,1495,76
241,1496,2
241,1496,22
241,1496,58
241,1497,2
241,1497,74
241,1498,24
241,1498,63
241,1499,16
241,1499,20
241,1499,22
241,1499,30
241,1500,31
241,1500,76
241,1501,66
241,1502,50
241,1502,62
241,1502,66
241,1503,22
241,1503,50
241,1503,66
241,1503,93
242,1504,15
242,1504,16
242,1504,17
242,1504,66
242,1505,15
242,1505,16
242,1506,29
242,1506,99
242,1507,58
242,1507,94
242,1507,99
242,1508,2
242,1508,22
242,1508,45
242,1508,67
242,1509,2
242,1509,12
242,1509,28
242,1509,36
242,1509,74
242,1510,24
242,1510,31
242,1510,50
242,1510,76
242,1511,22
242,1511,50
242,1511,66
242,1511,96
242,1512,51
242,1513,62
242,1513,66
243,1514,94
243,1515,45
243,1515,67
243,1516,12
243,1516,28
243,1516,36
245,1517,16
245,1518,15
245,1519,58
245,1519,99
245,1520,63
245,1521,2
245,1521,20
245,1521,74
245,1521,96
245,1522,91
245,1523,31
245,1523,76
245,1524,15
245,1524,24
245,1524,66
245,1525,22
245,1525,40
245,1525,50
245,1525,62
245,1525,66
246,1526,88
246,1527,24
246,1527,58
246,1527,78
246,1528,22
246,1529,58
247,1530,22
247,1530,50
247,1530,66
247,1531,16
247,1532,29
247,1532,99
247,1533,15
247,1533,94
247,1534,45
247,1534,58
247,1534,67
247,1534,99
247,1535,2
247,1535,12
247,1535,28
247,1535,36
247,1535,74
247,1536,31
247,1536,50
247,1536,76
247,1537,66
247,1537,96
247,1538,51
247,1538,62
247,1539,66
247,1539,93
249,1540,22
249,1540,50
249,1540,63
249,1540,66
249,1541,16
249,1541,22
249,1542,15
249,1542,16
249,1542,22
249,1542,29
249,1542,99
249,1543,2
249,1543,22
249,1543,58
249,1543,94
249,1543,99
249,1544,2
249,1544,24
249,1544,45
249,1544,67
249,1544,74
249,1545,24
249,1545,31
249,1545,65
249,1545,76
249,1545,93
249,1546,22
249,1546,50
249,1546,66
249,1547,50
249,1547,96
249,1548,6
249,1548,51
249,1548,62
250,1549,70
250,1550,16
250,1551,29
250,1551,99
250,1552,22
250,1553,45
250,1553,67
250,1553,74
250,1554,12
250,1554,28
250,1554,36
250,1555,50
250,1556,96
250,1557,31
250,1557,51
250,1557,76
252,1558,15
252,1558,16
252,1558,17
252,1558,66
252,1559,15
252,1559,22
252,1560,58
252,1560,99
252,1561,2
252,1561,74
252,1562,24
252,1562,31
252,1562,65
252,1562,76
252,1562,93
252,1563,6
252,1563,66
252,1564,11
252,1564,15
252,1564,62
252,1564,74
253,1565,22
253,1565,50
253,1565,66
253,1566,2
253,1566,16
253,1566,28
253,1566,73
253,1567,29
253,1567,99
253,1568,94
253,1568,96
253,1569,45
253,1569,67
253,1570,12
253,1570,28
253,1570,36
253,1571,95
253,1572,2
253,1572,50
253,1572,74
253,1573,5
253,1573,96
253,1574,2
253,1574,51
253,1575,24
253,1575,63
253,1576,20
253,1576,66
253,1577,20
253,1577,93
255,1578,2
255,1578,28
255,1578,31
255,1578,76
255,1579,96
255,1580,2
255,1580,16
255,1580,22
255,1580,30
255,1580,74
255,1581,5
255,1582,2
255,1582,16
255,1583,20
256,1584,31
256,1584,58
256,1584,66
256,1584,76
256,1585,58
256,1585,63
256,1585,66
256,1586,16
256,1586,22
256,1586,63
256,1587,2
256,1587,16
256,1587,22
256,1588,24
256,1589,2
256,1589,22
256,1589,50
256,1589,66
256,1590,16
256,1590,24
256,1591,22
256,1591,50
256,1591,62
256,1591,66
256,1592,2
256,1592,16
256,1592,24
256,1592,63
256,1593,2
256,1593,50
256,1593,74
256,1594,50
257,1595,31
257,1595,76
257,1596,58
257,1596,66
257,1597,16
257,1597,22
257,1597,30
257,1598,16
259,1599,22
259,1599,50
259,1599,66
259,1600,15
259,1600,16
259,1600,17
259,1600,66
259,1601,15
259,1601,29
259,1601,31
259,1601,76
259,1601,99
259,1602,94
259,1603,45
259,1603,67
259,1604,12
259,1604,28
259,1604,36
259,1604,58
259,1604,66
259,1604,99
259,1605,16
259,1605,22
259,1605,30
259,1605,50
259,1606,16
259,1606,31
259,1606,76
259,1606,96
259,1607,50
259,1607,51
259,1607,62
259,1607,66
259,1608,2
259,1608,16
259,1608,24
259,1608,62
259,1608,63
259,1608,66
260,1609,63
260,1610,16
260,1611,2
260,1611,22
260,1612,24
262,1613,22
262,1613,63
262,1614,16
262,1614,22
262,1614,63
262,1615,2
262,1615,22
262,1615,58
262,1616,16
262,1616,24
262,1617,2
262,1617,22
262,1618,22
262,1618,24
262,1618,50
262,1618,66
262,1619,6
262,1619,50
263,1620,20
263,1620,22
263,1620,23
263,1620,96
263,1621,50
263,1622,51
263,1622,63
263,1623,58
263,1624,16
263,1625,2
263,1625,22
266,1626,31
266,1626,43
266,1626,76
266,1627,2
266,1627,28
266,1627,73
266,1628,58
266,1628,66
266,1628,96
266,1629,16
266,1629,22
266,1629,30
266,1629,95
266,1630,2
266,1630,16
266,1630,74
266,1631,5
266,1632,2
266,1633,24
266,1633,50
266,1633,62
266,1633,63
266,1633,66
266,1634,20
267,1635,43
267,1635,63
267,1636,2
267,1636,28
267,1636,73
267,1637,96
267,1638,16
267,1638,95
267,1639,2
267,1639,22
267,1639,74
267,1640,5
267,1640,24
267,1641,2
267,1641,22
267,1641,50
267,1641,66
267,1642,20
267,1642,24
267,1643,93
268,1644,22
268,1644,50
268,1644,66
268,1645,16
268,1646,22
268,1647,12
268,1647,28
268,1647,36
268,1648,50
268,1649,96
268,1650,51
269,1651,16
269,1651,31
269,1651,76
269,1652,2
269,1652,74
269,1652,88
269,1653,58
269,1653,99
269,1654,2
269,1654,20
269,1654,74
269,1654,96
269,1655,31
269,1655,58
269,1655,66
269,1655,76
269,1655,91
269,1656,40
269,1656,62
269,1656,66
269,1657,16
269,1658,40
269,1658,50
269,1658,62
269,1658,66
272,1659,15
272,1659,16
272,1659,17
272,1659,66
272,1660,15
272,1660,22
272,1660,58
272,1660,66
272,1661,58
272,1661,99
272,1662,2
272,1662,16
272,1662,22
272,1662,30
272,1662,74
272,1663,16
272,1663,58
272,1663,99
272,1664,2
272,1664,16
272,1664,24
272,1664,50
272,1664,62
272,1664,63
272,1664,66
272,1664,74
272,1665,24
272,1665,65
272,1665,66
272,1665,93
272,1666,6
272,1666,62
273,1667,22
273,1668,22
273,1668,63
273,1669,16
273,1669,58
273,1670,2
273,1670,16
273,1670,24
273,1670,63
273,1671,24
273,1671,65
273,1671,93
273,1672,24
273,1673,6
273,1673,22
273,1673,50
273,1673,66
274,1674,24
274,1674,31
274,1674,58
274,1674,76
274,1674,78
274,1675,2
274,1675,28
274,1675,58
274,1675,66
274,1675,73
274,1676,16
274,1676,22
274,1676,30
274,1677,96
274,1678,16
274,1678,95
274,1679,2
274,1679,74
274,1680,5
274,1681,58
274,1682,2
274,1682,96
274,1683,20
278,1684,22
278,1684,50
278,1684,66
278,1685,16
279,1686,31
279,1686,43
279,1686,76
279,1687,2
279,1687,28
279,1687,73
279,1688,15
279,1688,16
279,1688,17
279,1688,58
279,1688,66
279,1688,96
279,1689,15
279,1689,16
279,1689,22
279,1689,30
279,1689,95
279,1690,2
279,1690,16
279,1690,74
279,1691,5
279,1691,58
279,1691,99
279,1692,2
279,1692,74
279,1693,24
279,1693,63
279,1694,66
279,1695,20
279,1695,62
281,1696,29
